InvoiceNo,CustomerID,InvoiceDate,Country,StockCode,Description,Quantity,UnitPrice,Revenue,Date,DateID
536732,15544.0,2010-12-02 12:47:00,United Kingdom,21238,RED RETROSPOT CUP,8,0.85,6.8,2010-12-02 12:47:00,160
536733,15738.0,2010-12-02 12:50:00,United Kingdom,21206,STRAWBERRY HONEYCOMB  GARLAND ,12,1.65,19.799999999999997,2010-12-02 12:50:00,161
536735,17381.0,2010-12-02 12:58:00,United Kingdom,22659,LUNCH BOX I LOVE LONDON,128,1.95,249.6,2010-12-02 12:58:00,162
536736,17381.0,2010-12-02 12:59:00,United Kingdom,21703,BAG 125g SWIRLY MARBLES,192,0.42,80.64,2010-12-02 12:59:00,163
536738,15827.0,2010-12-02 13:06:00,United Kingdom,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,6,2.95,17.700000000000003,2010-12-02 13:06:00,164
536739,14180.0,2010-12-02 13:08:00,United Kingdom,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2.95,17.700000000000003,2010-12-02 13:08:00,165
536740,15827.0,2010-12-02 13:08:00,United Kingdom,22963,JAM JAR WITH GREEN LID,12,0.72,8.64,2010-12-02 13:08:00,165
536741,13117.0,2010-12-02 13:11:00,United Kingdom,17090D,VANILLA INCENSE 40 CONES IN TIN,6,1.25,7.5,2010-12-02 13:11:00,166
536742,16916.0,2010-12-02 13:14:00,United Kingdom,47504H,ENGLISH ROSE SPIRIT LEVEL ,1,1.95,1.95,2010-12-02 13:14:00,167
536743,17964.0,2010-12-02 13:32:00,United Kingdom,22045,SPACEBOY GIFT WRAP,25,0.42,10.5,2010-12-02 13:32:00,168
536744,14466.0,2010-12-02 13:36:00,United Kingdom,22898,CHILDRENS APRON APPLES DESIGN,25,1.95,48.75,2010-12-02 13:36:00,169
536745,17235.0,2010-12-02 13:38:00,United Kingdom,22738,RIBBON REEL SNOWY VILLAGE,30,1.65,49.5,2010-12-02 13:38:00,170
536746,16510.0,2010-12-02 13:39:00,United Kingdom,22768,FAMILY PHOTO FRAME CORNICE,2,9.95,19.9,2010-12-02 13:39:00,171
536747,17802.0,2010-12-02 13:44:00,United Kingdom,16156S,WRAP PINK FAIRY CAKES ,25,0.42,10.5,2010-12-02 13:44:00,172
536748,15107.0,2010-12-02 13:45:00,United Kingdom,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,0.85,10.2,2010-12-02 13:45:00,173
536749,17976.0,2010-12-02 13:49:00,United Kingdom,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,3.39,3.39,2010-12-02 13:49:00,174
536750,17850.0,2010-12-02 14:04:00,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.55,30.599999999999998,2010-12-02 14:04:00,175
536751,17850.0,2010-12-02 14:05:00,United Kingdom,22632,HAND WARMER RED POLKA DOT,6,1.85,11.100000000000001,2010-12-02 14:05:00,176
536752,17850.0,2010-12-02 14:06:00,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.55,15.299999999999999,2010-12-02 14:06:00,177
536753,17850.0,2010-12-02 14:07:00,United Kingdom,22632,HAND WARMER RED POLKA DOT,6,1.85,11.100000000000001,2010-12-02 14:07:00,178
536754,14449.0,2010-12-02 14:09:00,United Kingdom,22988,SOLDIERS EGG CUP ,2,1.25,2.5,2010-12-02 14:09:00,179
536759,16781.0,2010-12-02 14:26:00,United Kingdom,48111,DOORMAT 3 SMILEY CATS,4,6.75,27.0,2010-12-02 14:26:00,180
536761,13491.0,2010-12-02 14:30:00,United Kingdom,21116,OWL DOORSTOP,3,4.95,14.850000000000001,2010-12-02 14:30:00,181
536762,16186.0,2010-12-02 14:40:00,United Kingdom,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,1.25,15.0,2010-12-02 14:40:00,182
536763,17685.0,2010-12-02 14:42:00,United Kingdom,85114A,BLACK ENCHANTED FOREST PLACEMAT,120,1.45,174.0,2010-12-02 14:42:00,183
536769,17581.0,2010-12-02 14:47:00,United Kingdom,22776,SWEETHEART CAKESTAND 3 TIER,4,9.95,39.8,2010-12-02 14:47:00,184
536771,17581.0,2010-12-02 14:49:00,United Kingdom,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,1.25,15.0,2010-12-02 14:49:00,185
536777,15732.0,2010-12-02 15:00:00,United Kingdom,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,0.65,15.600000000000001,2010-12-02 15:00:00,186
536778,13138.0,2010-12-02 15:03:00,United Kingdom,21422,PORCELAIN ROSE SMALL,16,0.85,13.6,2010-12-02 15:03:00,187
536779,15823.0,2010-12-02 15:08:00,United Kingdom,BANK CHARGES,Bank Charges,1,15.0,15.0,2010-12-02 15:08:00,188
536781,17460.0,2010-12-02 15:14:00,United Kingdom,22865,HAND WARMER OWL DESIGN,24,1.85,44.400000000000006,2010-12-02 15:14:00,189
536782,17567.0,2010-12-02 15:18:00,United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,3,4.95,14.850000000000001,2010-12-02 15:18:00,190
536783,15061.0,2010-12-02 15:19:00,United Kingdom,22530,MAGIC DRAWING SLATE DOLLY GIRL ,60,0.42,25.2,2010-12-02 15:19:00,191
536784,15061.0,2010-12-02 15:20:00,United Kingdom,85116,BLACK CANDELABRA T-LIGHT HOLDER,24,2.1,50.400000000000006,2010-12-02 15:20:00,192
536785,15061.0,2010-12-02 15:22:00,United Kingdom,84946,ANTIQUE SILVER TEA GLASS ETCHED,216,1.25,270.0,2010-12-02 15:22:00,193
536786,15061.0,2010-12-02 15:23:00,United Kingdom,85178,VICTORIAN SEWING KIT,96,1.25,120.0,2010-12-02 15:23:00,194
536787,17850.0,2010-12-02 15:24:00,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.55,15.299999999999999,2010-12-02 15:24:00,195
536788,15061.0,2010-12-02 15:25:00,United Kingdom,22558,CLOTHES PEGS RETROSPOT PACK 24 ,60,1.25,75.0,2010-12-02 15:25:00,196
536789,17850.0,2010-12-02 15:25:00,United Kingdom,22633,HAND WARMER UNION JACK,6,1.85,11.100000000000001,2010-12-02 15:25:00,196
536790,17850.0,2010-12-02 15:26:00,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.55,30.599999999999998,2010-12-02 15:26:00,197
536791,17850.0,2010-12-02 15:27:00,United Kingdom,22632,HAND WARMER RED POLKA DOT,12,1.85,22.200000000000003,2010-12-02 15:27:00,198
536792,15061.0,2010-12-02 15:28:00,United Kingdom,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,1.25,30.0,2010-12-02 15:28:00,199
536793,16203.0,2010-12-02 15:39:00,United Kingdom,22727,ALARM CLOCK BAKELIKE RED ,4,3.75,15.0,2010-12-02 15:39:00,200
536794,13767.0,2010-12-02 15:40:00,United Kingdom,21314,SMALL GLASS HEART TRINKET POT,24,2.1,50.400000000000006,2010-12-02 15:40:00,201
536795,15640.0,2010-12-02 15:40:00,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2.55,102.0,2010-12-02 15:40:00,201
536796,15574.0,2010-12-02 15:46:00,United Kingdom,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,4.25,4.25,2010-12-02 15:46:00,202
536797,16770.0,2010-12-02 15:49:00,United Kingdom,90002D,FLOWER BURST SILVER RING CRYSTAL,4,3.75,15.0,2010-12-02 15:49:00,203
536798,17838.0,2010-12-02 15:55:00,United Kingdom,22427,ENAMEL FLOWER JUG CREAM,1,5.95,5.95,2010-12-02 15:55:00,204
536799,17228.0,2010-12-02 16:00:00,United Kingdom,21931,JUMBO STORAGE BAG SUKI,3,1.95,5.85,2010-12-02 16:00:00,205
536800,14829.0,2010-12-02 16:12:00,United Kingdom,22960,JAM MAKING SET WITH JARS,6,4.25,25.5,2010-12-02 16:12:00,206
536802,17412.0,2010-12-02 16:29:00,United Kingdom,22735,RIBBON REEL SOCKS AND MITTENS,10,1.65,16.5,2010-12-02 16:29:00,207
536803,14911.0,2010-12-02 16:33:00,EIRE,22113,GREY HEART HOT WATER BOTTLE,6,3.75,22.5,2010-12-02 16:33:00,208
536804,14031.0,2010-12-02 16:34:00,United Kingdom,21745,GAOLERS KEYS DECORATIVE GARDEN ,24,3.75,90.0,2010-12-02 16:34:00,209
536805,14775.0,2010-12-02 16:38:00,United Kingdom,21788,KIDS RAIN MAC BLUE,24,0.85,20.4,2010-12-02 16:38:00,210
536806,12971.0,2010-12-02 16:42:00,United Kingdom,21803,CHRISTMAS TREE STAR DECORATION,36,0.42,15.12,2010-12-02 16:42:00,211
536808,17659.0,2010-12-02 16:46:00,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,1,10.95,10.95,2010-12-02 16:46:00,212
536809,15299.0,2010-12-02 16:48:00,United Kingdom,84950,ASSORTED COLOUR T-LIGHT HOLDER,1824,0.55,1003.2,2010-12-02 16:48:00,213
536810,15299.0,2010-12-02 16:50:00,United Kingdom,21833,CAMOUFLAGE LED TORCH,204,1.69,344.76,2010-12-02 16:50:00,214
536811,15299.0,2010-12-02 16:51:00,United Kingdom,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,69,7.65,527.85,2010-12-02 16:51:00,215
536813,15646.0,2010-12-02 16:59:00,United Kingdom,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,2.95,17.700000000000003,2010-12-02 16:59:00,216
536819,13402.0,2010-12-02 17:12:00,United Kingdom,22427,ENAMEL FLOWER JUG CREAM,3,5.95,17.85,2010-12-02 17:12:00,217
536821,17757.0,2010-12-02 17:17:00,United Kingdom,22630,DOLLY GIRL LUNCH BOX,1,1.95,1.95,2010-12-02 17:17:00,218
536823,13011.0,2010-12-02 17:22:00,United Kingdom,22508,DOORSTOP RETROSPOT HEART,4,3.75,15.0,2010-12-02 17:22:00,219
536824,13798.0,2010-12-02 17:24:00,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,160,2.55,408.0,2010-12-02 17:24:00,220
536830,16754.0,2010-12-02 17:38:00,United Kingdom,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2880,0.29,835.1999999999999,2010-12-02 17:38:00,221
536831,16029.0,2010-12-02 17:40:00,United Kingdom,84880,WHITE WIRE EGG HOLDER,12,4.95,59.400000000000006,2010-12-02 17:40:00,222
536832,16634.0,2010-12-02 17:41:00,United Kingdom,21927,BLUE/CREAM STRIPE CUSHION COVER ,24,1.25,30.0,2010-12-02 17:41:00,223
536833,18239.0,2010-12-02 17:48:00,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.55,15.299999999999999,2010-12-02 17:48:00,224
536834,14576.0,2010-12-02 17:51:00,United Kingdom,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",12,2.95,35.400000000000006,2010-12-02 17:51:00,225
536835,13145.0,2010-12-02 18:06:00,United Kingdom,22655,VINTAGE RED KITCHEN CABINET,1,295.0,295.0,2010-12-02 18:06:00,226
536836,18168.0,2010-12-02 18:08:00,United Kingdom,21231,SWEETHEART CERAMIC TRINKET BOX,20,1.25,25.0,2010-12-02 18:08:00,227
536837,14395.0,2010-12-02 18:15:00,United Kingdom,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,6.95,13.9,2010-12-02 18:15:00,228
536838,14865.0,2010-12-02 18:23:00,United Kingdom,15036,ASSORTED COLOURS SILK FAN,24,0.75,18.0,2010-12-02 18:23:00,229
536839,15093.0,2010-12-02 18:25:00,United Kingdom,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,0.29,83.52,2010-12-02 18:25:00,230
536840,12738.0,2010-12-02 18:27:00,Germany,22961,JAM MAKING SET PRINTED,12,1.45,17.4,2010-12-02 18:27:00,231
536841,16150.0,2010-12-02 18:27:00,United Kingdom,22766,PHOTO FRAME CORNICE,8,2.95,23.6,2010-12-02 18:27:00,231
536842,17552.0,2010-12-02 18:45:00,United Kingdom,20726,LUNCH BAG WOODLAND,10,1.65,16.5,2010-12-02 18:45:00,232
536843,17552.0,2010-12-02 18:46:00,United Kingdom,22966,GINGERBREAD MAN COOKIE CUTTER,12,1.25,15.0,2010-12-02 18:46:00,233
536844,14236.0,2010-12-02 18:49:00,United Kingdom,22502,PICNIC BASKET WICKER SMALL,32,5.95,190.4,2010-12-02 18:49:00,234
536845,17961.0,2010-12-02 19:18:00,United Kingdom,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1,3.75,3.75,2010-12-02 19:18:00,235
536846,14573.0,2010-12-02 19:59:00,United Kingdom,22469,HEART OF WICKER SMALL,2,1.45,2.9,2010-12-02 19:59:00,236
536847,17135.0,2010-12-03 09:31:00,United Kingdom,22155,STAR DECORATION RUSTIC,48,0.42,20.16,2010-12-03 09:31:00,237
536848,13408.0,2010-12-03 09:39:00,United Kingdom,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,80,2.55,204.0,2010-12-03 09:39:00,238
536849,17396.0,2010-12-03 09:45:00,United Kingdom,22730,ALARM CLOCK BAKELIKE IVORY,19,3.75,71.25,2010-12-03 09:45:00,239
536851,12967.0,2010-12-03 09:49:00,United Kingdom,20682,RED RETROSPOT CHILDRENS UMBRELLA,24,3.25,78.0,2010-12-03 09:49:00,240
536852,12686.0,2010-12-03 09:51:00,France,22549,PICTURE DOMINOES,12,1.45,17.4,2010-12-03 09:51:00,241
536856,13370.0,2010-12-03 10:26:00,United Kingdom,22632,HAND WARMER RED POLKA DOT,12,1.85,22.200000000000003,2010-12-03 10:26:00,242
536857,16883.0,2010-12-03 10:33:00,United Kingdom,22900, SET 2 TEA TOWELS I LOVE LONDON ,5,2.95,14.75,2010-12-03 10:33:00,243
536858,13520.0,2010-12-03 10:36:00,Switzerland,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,30,2.95,88.5,2010-12-03 10:36:00,244
536859,12841.0,2010-12-03 10:43:00,United Kingdom,22745,POPPY'S PLAYHOUSE BEDROOM ,1,2.1,2.1,2010-12-03 10:43:00,245
536860,16905.0,2010-12-03 10:43:00,United Kingdom,22627,MINT KITCHEN SCALES,1,8.5,8.5,2010-12-03 10:43:00,245
536861,12427.0,2010-12-03 10:44:00,Germany,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2.1,12.600000000000001,2010-12-03 10:44:00,246
536863,17967.0,2010-12-03 11:19:00,United Kingdom,10123C,HEARTS WRAPPING TAPE ,1,0.65,0.65,2010-12-03 11:19:00,247
536874,16891.0,2010-12-03 11:35:00,United Kingdom,21135,VICTORIAN  METAL POSTCARD SPRING,5,1.69,8.45,2010-12-03 11:35:00,248
536884,14589.0,2010-12-03 11:42:00,United Kingdom,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,6.75,13.5,2010-12-03 11:42:00,249
536890,14156.0,2010-12-03 11:48:00,EIRE,17090A,LAVENDER INCENSE 40 CONES IN TIN,36,1.25,45.0,2010-12-03 11:48:00,250
536938,14680.0,2010-12-03 12:05:00,United Kingdom,22386,JUMBO BAG PINK POLKADOT,20,1.95,39.0,2010-12-03 12:05:00,251
536943,17884.0,2010-12-03 12:11:00,United Kingdom,22469,HEART OF WICKER SMALL,2,1.45,2.9,2010-12-03 12:11:00,252
536944,12557.0,2010-12-03 12:20:00,Spain,22383,LUNCH BAG SUKI  DESIGN ,70,1.65,115.5,2010-12-03 12:20:00,253
536945,14083.0,2010-12-03 12:24:00,United Kingdom,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,1,7.95,7.95,2010-12-03 12:24:00,254
536946,13013.0,2010-12-03 12:28:00,United Kingdom,22813,PACK 3 BOXES BIRD PANNETONE ,12,1.95,23.4,2010-12-03 12:28:00,255
536947,13013.0,2010-12-03 12:29:00,United Kingdom,84692,BOX OF 24 COCKTAIL PARASOLS,25,0.42,10.5,2010-12-03 12:29:00,256
536954,17809.0,2010-12-03 12:41:00,United Kingdom,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,100,4.95,495.0,2010-12-03 12:41:00,257
536956,14210.0,2010-12-03 12:43:00,United Kingdom,20665,RED RETROSPOT PURSE ,6,2.95,17.700000000000003,2010-12-03 12:43:00,258
536957,17809.0,2010-12-03 12:43:00,United Kingdom,22617,BAKING SET SPACEBOY DESIGN,12,4.25,51.0,2010-12-03 12:43:00,258
536960,16477.0,2010-12-03 12:48:00,United Kingdom,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,3.45,13.8,2010-12-03 12:48:00,259
536967,12600.0,2010-12-03 12:57:00,Germany,POST,POSTAGE,1,18.0,18.0,2010-12-03 12:57:00,260
536968,16013.0,2010-12-03 13:09:00,United Kingdom,79321,CHILLI LIGHTS,48,3.82,183.35999999999999,2010-12-03 13:09:00,261
536969,16013.0,2010-12-03 13:10:00,United Kingdom,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,192,3.25,624.0,2010-12-03 13:10:00,262
536970,17949.0,2010-12-03 13:12:00,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,120,10.95,1314.0,2010-12-03 13:12:00,263
536971,12779.0,2010-12-03 13:40:00,Poland,21733,RED HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,2010-12-03 13:40:00,264
536972,16926.0,2010-12-03 13:42:00,United Kingdom,22065,CHRISTMAS PUDDING TRINKET POT ,6,1.45,8.7,2010-12-03 13:42:00,265
536973,17787.0,2010-12-03 13:43:00,United Kingdom,22694,WICKER STAR ,6,2.1,12.600000000000001,2010-12-03 13:43:00,266
536974,12682.0,2010-12-03 13:59:00,France,15056BL,EDWARDIAN PARASOL BLACK,9,5.95,53.550000000000004,2010-12-03 13:59:00,267
536975,14911.0,2010-12-03 14:04:00,EIRE,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,1,16.95,16.95,2010-12-03 14:04:00,268
536976,14723.0,2010-12-03 14:18:00,United Kingdom,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,3,0.85,2.55,2010-12-03 14:18:00,269
536977,17954.0,2010-12-03 14:18:00,United Kingdom,21481,FAWN BLUE HOT WATER BOTTLE,1,2.95,2.95,2010-12-03 14:18:00,269
536980,17819.0,2010-12-03 14:26:00,United Kingdom,22632,HAND WARMER RED POLKA DOT,10,1.85,18.5,2010-12-03 14:26:00,270
536981,14723.0,2010-12-03 14:26:00,United Kingdom,22222,CAKE PLATE LOVEBIRD WHITE,1,4.95,4.95,2010-12-03 14:26:00,270
536983,12712.0,2010-12-03 14:30:00,Germany,22331,WOODLAND PARTY BAG + STICKER SET,8,1.65,13.2,2010-12-03 14:30:00,271
536984,17841.0,2010-12-03 14:35:00,United Kingdom,21446,12 RED ROSE PEG PLACE SETTINGS,1,1.25,1.25,2010-12-03 14:35:00,272
536985,15373.0,2010-12-03 14:40:00,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,6,10.95,65.69999999999999,2010-12-03 14:40:00,273
536986,16140.0,2010-12-03 14:40:00,United Kingdom,21479,WHITE SKULL HOT WATER BOTTLE ,8,3.75,30.0,2010-12-03 14:40:00,273
536987,17198.0,2010-12-03 14:54:00,United Kingdom,90128B,BLUE LEAVES AND BEADS PHONE CHARM,1,1.25,1.25,2010-12-03 14:54:00,274
536988,17238.0,2010-12-03 15:05:00,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2.55,5.1,2010-12-03 15:05:00,275
536989,17238.0,2010-12-03 15:10:00,United Kingdom,85135B,BLUE DRAGONFLY HELICOPTER,1,7.95,7.95,2010-12-03 15:10:00,276
536990,12793.0,2010-12-03 15:14:00,Portugal,21992,VINTAGE PAISLEY STATIONERY SET,6,2.95,17.700000000000003,2010-12-03 15:14:00,277
536992,15769.0,2010-12-03 15:16:00,United Kingdom,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,36,2.95,106.2,2010-12-03 15:16:00,278
536993,14396.0,2010-12-03 15:19:00,United Kingdom,22470,HEART OF WICKER LARGE,2,2.55,5.1,2010-12-03 15:19:00,279
536994,14898.0,2010-12-03 15:25:00,United Kingdom,22072,RED RETROSPOT TEA CUP AND SAUCER ,8,3.75,30.0,2010-12-03 15:25:00,280
537022,12725.0,2010-12-03 15:45:00,Italy,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,1.25,15.0,2010-12-03 15:45:00,281
537023,16725.0,2010-12-03 16:02:00,United Kingdom,22509,SEWING BOX RETROSPOT DESIGN ,1,16.95,16.95,2010-12-03 16:02:00,282
537026,12395.0,2010-12-03 16:35:00,Belgium,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2.1,25.200000000000003,2010-12-03 16:35:00,283
537030,16455.0,2010-12-03 16:44:00,United Kingdom,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,0.85,10.2,2010-12-03 16:44:00,284
537031,16455.0,2010-12-03 16:45:00,United Kingdom,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,24,1.25,30.0,2010-12-03 16:45:00,285
537034,13081.0,2010-12-03 17:20:00,United Kingdom,22867,HAND WARMER BIRD DESIGN,96,2.1,201.60000000000002,2010-12-03 17:20:00,286
537035,13081.0,2010-12-03 17:21:00,United Kingdom,37446,MINI CAKE STAND WITH HANGING CAKES,8,1.45,11.6,2010-12-03 17:21:00,287
537036,15545.0,2010-12-03 17:28:00,United Kingdom,22660,DOORMAT I LOVE LONDON,1,7.95,7.95,2010-12-03 17:28:00,288
537037,17243.0,2010-12-05 10:03:00,United Kingdom,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,3.45,27.6,2010-12-05 10:03:00,289
537038,15465.0,2010-12-05 10:12:00,United Kingdom,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,6.75,67.5,2010-12-05 10:12:00,290
537040,13089.0,2010-12-05 10:27:00,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,48,10.95,525.5999999999999,2010-12-05 10:27:00,291
537041,16033.0,2010-12-05 10:36:00,United Kingdom,22726,ALARM CLOCK BAKELIKE GREEN,4,3.75,15.0,2010-12-05 10:36:00,292
537042,13838.0,2010-12-05 10:45:00,United Kingdom,22969,HOMEMADE JAM SCENTED CANDLES,12,1.45,17.4,2010-12-05 10:45:00,293
537044,18055.0,2010-12-05 10:52:00,United Kingdom,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,4,4.25,17.0,2010-12-05 10:52:00,294
537045,15038.0,2010-12-05 10:54:00,United Kingdom,90175C,BLUE GLASS CHUNKY CHARM BRACELET,1,8.95,8.95,2010-12-05 10:54:00,295
537046,18109.0,2010-12-05 10:58:00,United Kingdom,22169,FAMILY ALBUM WHITE PICTURE FRAME,16,8.5,136.0,2010-12-05 10:58:00,296
537047,13069.0,2010-12-05 11:02:00,United Kingdom,22603,CHRISTMAS RETROSPOT TREE WOOD,5,0.85,4.25,2010-12-05 11:02:00,297
537048,13069.0,2010-12-05 11:03:00,United Kingdom,90162B,ANT SILVER LIME GREEN BOUDICCA RING,1,2.95,2.95,2010-12-05 11:03:00,298
537049,16241.0,2010-12-05 11:04:00,United Kingdom,21733,RED HANGING HEART T-LIGHT HOLDER,6,2.55,15.299999999999999,2010-12-05 11:04:00,299
537050,14800.0,2010-12-05 11:10:00,United Kingdom,16237,SLEEPING CAT ERASERS,30,0.21,6.3,2010-12-05 11:10:00,300
537051,15708.0,2010-12-05 11:12:00,United Kingdom,22301,COFFEE MUG CAT + BIRD DESIGN,6,2.55,15.299999999999999,2010-12-05 11:12:00,301
537052,16839.0,2010-12-05 11:15:00,United Kingdom,22791,T-LIGHT GLASS FLUTED ANTIQUE,72,1.25,90.0,2010-12-05 11:15:00,302
537053,16168.0,2010-12-05 11:38:00,United Kingdom,22926,IVORY GIANT GARDEN THERMOMETER,2,5.95,11.9,2010-12-05 11:38:00,303
537054,16931.0,2010-12-05 11:40:00,United Kingdom,22732,3D VINTAGE CHRISTMAS STICKERS ,1,1.25,1.25,2010-12-05 11:40:00,304
537055,16814.0,2010-12-05 11:45:00,United Kingdom,15056BL,EDWARDIAN PARASOL BLACK,2,5.95,11.9,2010-12-05 11:45:00,305
537057,15351.0,2010-12-05 11:49:00,United Kingdom,22379,RECYCLING BAG RETROSPOT ,2,2.1,4.2,2010-12-05 11:49:00,306
537058,13269.0,2010-12-05 11:51:00,United Kingdom,22941,CHRISTMAS LIGHTS 10 REINDEER,2,8.5,17.0,2010-12-05 11:51:00,307
537059,14813.0,2010-12-05 11:54:00,United Kingdom,85124C,GREEN JUICY FRUIT PHOTO FRAME,1,2.55,2.55,2010-12-05 11:54:00,308
537065,12567.0,2010-12-05 11:57:00,France,22837,HOT WATER BOTTLE BABUSHKA ,8,4.25,34.0,2010-12-05 11:57:00,309
537067,14813.0,2010-12-05 11:57:00,United Kingdom,22654,DELUXE SEWING KIT ,1,4.95,4.95,2010-12-05 11:57:00,309
537077,17062.0,2010-12-05 11:59:00,United Kingdom,72232,FENG SHUI PILLAR CANDLE,24,0.19,4.5600000000000005,2010-12-05 11:59:00,310
537081,15332.0,2010-12-05 12:00:00,Lithuania,22409,MONEY BOX BISCUITS DESIGN,12,1.25,15.0,2010-12-05 12:00:00,311
537086,15332.0,2010-12-05 12:01:00,Lithuania,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,20,3.75,75.0,2010-12-05 12:01:00,312
537090,15332.0,2010-12-05 12:02:00,Lithuania,21915,RED  HARMONICA IN BOX ,12,1.25,15.0,2010-12-05 12:02:00,313
537111,14810.0,2010-12-05 12:08:00,United Kingdom,22974,CHILDRENS DOLLY GIRL MUG,6,1.65,9.899999999999999,2010-12-05 12:08:00,314
537117,16353.0,2010-12-05 12:09:00,United Kingdom,79321,CHILLI LIGHTS,48,3.82,183.35999999999999,2010-12-05 12:09:00,315
537126,18118.0,2010-12-05 12:13:00,United Kingdom,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1,1.25,1.25,2010-12-05 12:13:00,316
537127,13831.0,2010-12-05 12:13:00,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,2.55,326.4,2010-12-05 12:13:00,316
537128,12841.0,2010-12-05 12:15:00,United Kingdom,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,9.95,9.95,2010-12-05 12:15:00,317
537129,13506.0,2010-12-05 12:15:00,United Kingdom,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,1.65,19.799999999999997,2010-12-05 12:15:00,317
537130,17796.0,2010-12-05 12:23:00,United Kingdom,22835,HOT WATER BOTTLE I AM SO POORLY,2,4.65,9.3,2010-12-05 12:23:00,318
537131,15716.0,2010-12-05 12:26:00,United Kingdom,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2.95,17.700000000000003,2010-12-05 12:26:00,319
537133,18156.0,2010-12-05 12:29:00,United Kingdom,21468,BUTTERFLY CROCHET FOOD COVER,1,3.75,3.75,2010-12-05 12:29:00,320
537134,16983.0,2010-12-05 12:34:00,United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,12,4.95,59.400000000000006,2010-12-05 12:34:00,321
537135,17059.0,2010-12-05 12:35:00,United Kingdom,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,2.1,6.300000000000001,2010-12-05 12:35:00,322
537136,12748.0,2010-12-05 12:42:00,United Kingdom,20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,1,2.95,2.95,2010-12-05 12:42:00,323
537137,16327.0,2010-12-05 12:43:00,United Kingdom,84832,ZINC WILLIE WINKIE  CANDLE STICK,16,0.85,13.6,2010-12-05 12:43:00,324
537138,17211.0,2010-12-05 12:44:00,United Kingdom,22571,ROCKING HORSE RED CHRISTMAS ,6,0.72,4.32,2010-12-05 12:44:00,325
537139,17026.0,2010-12-05 12:47:00,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,1,10.95,10.95,2010-12-05 12:47:00,326
